element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(s^-1),Acc,J_i,J_k,Type,
Th,1,"=""551.8152""","=""0.0003""","=""12i""","=""""",,"=""3""","=""4 or 5""",,
Th,1,"=""551.898957""","=""0.000018""","=""640""","=""""",,"=""4""","=""5""",,
Th,1,"=""551.92354""","=""0.00003""","=""310""","=""""",,"=""5""","=""6""",,
Th,1,"=""552.07497""","=""0.00007""","=""50""","=""""",,"=""3""","=""2""",,
Th,1,"=""552.0955""","=""0.0003""","=""14""","=""""",,"=""5""","=""5""",,
Th,1,"=""552.14522""","=""0.00024""","=""32""","=""""",,"=""3""","=""4""",,
Th,1,"=""552.175325""","=""0.000024""","=""500""","=""""",,"=""6""","=""6""",,
Th,1,"=""552.21070""","=""0.00009""","=""30""","=""""",,"=""2""","=""3""",,
Th,1,"=""552.2416""","=""0.0003""","=""24""","=""""",,"=""4""","=""4""",,
Th,1,"=""552.26118""","=""0.00009""","=""28""","=""""",,"=""3""","=""2""",,
Th,1,"=""552.31676""","=""0.00005""","=""85""","=""""",,"=""4""","=""4""",,
Th,1,"=""552.32724""","=""0.00009""","=""27""","=""""",,"=""6""","=""5 or 6""",,
Th,1,"=""552.3451""","=""0.0003""","=""40""","=""""",,"=""2""","=""3""",,
Th,1,"=""552.35419""","=""0.00009""","=""30""","=""""",,"=""2""","=""2""",,
Th,1,"=""552.39527""","=""0.00009""","=""30""","=""""",,"=""4""","=""3""",,
Th,1,"=""552.458262""","=""0.000012""","=""1100""","=""""",,"=""4""","=""5""",,
Th,1,"=""552.51578""","=""0.00005""","=""110""","=""""",,"=""7""","=""6""",,
Th,1,"=""552.5799""","=""0.0003""","=""16""","=""""",,"=""2""","=""3""",,
Th,1,"=""552.60950""","=""0.00024""","=""25""","=""""",,"=""2""","=""1""",,
Th,1,"=""552.62413""","=""0.00024""","=""26""","=""""",,"=""1""","=""2""",,
Th,1,"=""552.63134""","=""0.00009""","=""32""","=""""",,"=""4""","=""3""",,
Th,1,"=""552.64365""","=""0.00009""","=""39""","=""""",,"=""5""","=""4""",,
Th,1,"=""552.65315""","=""0.00005""","=""130""","=""""",,"=""4""","=""4""",,
Th,1,"=""552.6983""","=""0.0003""","=""8""","=""""",,"=""2""","=""3""",,
Th,1,"=""552.7074""","=""0.0003""","=""16""","=""""",,"=""3""","=""4""",,
Th,1,"=""552.729515""","=""0.000021""","=""530""","=""""",,"=""4""","=""5""",,
Th,1,"=""552.74832""","=""0.00006""","=""67*""","=""""",,"=""2""","=""3""",,
Th,1,"=""552.74832""","=""0.00006""","=""67*""","=""""",,"=""3""","=""2""",,
Th,1,"=""552.80039""","=""0.00007""","=""56*""","=""""",,"=""4""","=""3""",,
Th,1,"=""552.822750""","=""0.000018""","=""560""","=""""",,"=""1""","=""1""",,
Th,1,"=""552.83059""","=""0.00006""","=""66""","=""""",,"=""5""","=""6""",,
Th,1,"=""552.87281""","=""0.00009""","=""33""","=""""",,"=""4""","=""4""",,
Th,1,"=""552.90973""","=""0.00003""","=""250""","=""""",,"=""5""","=""5""",,
Th,1,"=""552.9472""","=""0.0003""","=""23""","=""""",,"=""4""","=""5""",,
Th,1,"=""553.00764""","=""0.00005""","=""130""","=""""",,"=""4""","=""3""",,
Th,1,"=""553.0843""","=""0.0003""","=""16""","=""""",,"=""4""","=""4""",,
Th,1,"=""553.1483""","=""0.0003""","=""8""","=""""",,"=""4""","=""4""",,
Th,1,"=""553.15722""","=""0.00009""","=""39""","=""""",,"=""5""","=""6""",,
Th,1,"=""553.2481""","=""0.0003""","=""8""","=""""",,"=""3""","=""2""",,
Th,1,"=""553.2680""","=""0.0003""","=""13""","=""""",,"=""2""","=""2""",,
Th,1,"=""553.27830""","=""0.00015""","=""140""","=""""",,"=""2""","=""3""",,
Th,1,"=""553.32175""","=""0.00004""","=""170""","=""""",,"=""3""","=""4""",,
Th,1,"=""553.32524""","=""0.00004""","=""160""","=""""",,"=""1""","=""0""",,
Th,1,"=""553.3467""","=""0.0003""","=""40""","=""""",,"=""4""","=""4""",,
Th,1,"=""553.36080""","=""0.00009""","=""25""","=""""",,"=""1""","=""1""",,
Th,1,"=""553.3963""","=""0.0003""","=""32""","=""""",,"=""4""","=""5""",,
Th,1,"=""553.4439""","=""0.0003""","=""40""","=""""",,"=""3""","=""3""",,
Th,1,"=""553.45862""","=""0.00009""","=""28""","=""""",,"=""2""","=""3""",,
Th,1,"=""553.5696""","=""0.0003""","=""12""","=""""",,"=""5""","=""5""",,
Th,1,"=""553.59711""","=""0.00004""","=""230""","=""""",,"=""2""","=""3""",,
Th,1,"=""553.63321""","=""0.00007""","=""54""","=""""",,"=""7""","=""6""",,
Th,1,"=""553.6430""","=""0.0003""","=""18""","=""""",,"=""3""","=""2""",,
Th,1,"=""553.69801""","=""0.00005""","=""110""","=""""",,"=""3""","=""4""",,
Th,1,"=""553.755671""","=""0.000025""","=""440""","=""""",,"=""4""","=""5""",,
Th,1,"=""553.7749""","=""0.0003""","=""8""","=""""",,"=""3""","=""2""",,
Th,1,"=""553.7842""","=""0.0003""","=""16""","=""""",,"=""2""","=""2""",,
Th,1,"=""553.85212""","=""0.00006""","=""64""","=""""",,"=""3""","=""4""",,
Th,1,"=""553.860821""","=""0.000015""","=""770""","=""""",,"=""2""","=""2""",,
Th,1,"=""553.926178""","=""0.000003""","=""14000""","=""""",,"=""5""","=""5""",,
Th,1,"=""554.0380""","=""0.0003""","=""8""","=""""",,"=""5""","=""4""",,
Th,1,"=""554.114675""","=""0.000025""","=""470""","=""""",,"=""2""","=""3""",,
Th,1,"=""554.1294""","=""0.0003""","=""22""","=""""",,"=""1""","=""2""",,
Th,1,"=""554.15816""","=""0.00003""","=""340""","=""""",,"=""1""","=""2""",,
Th,1,"=""554.19357""","=""0.00004""","=""220""","=""""",,"=""1""","=""1""",,
Th,1,"=""554.2027""","=""0.0003""","=""24""","=""""",,"=""4""","=""5""",,
Th,1,"=""554.24723""","=""0.00009""","=""27""","=""""",,"=""5""","=""4""",,
Th,1,"=""554.289013""","=""0.000006""","=""2400""","=""""",,"=""3""","=""4""",,
Th,1,"=""554.34724""","=""0.00007""","=""47""","=""""",,"=""2""","=""2""",,
Th,1,"=""554.4252""","=""0.0003""","=""32""","=""""",,"=""3""","=""2""",,
Th,1,"=""554.4385""","=""0.0003""","=""24""","=""""",,"=""3""","=""4""",,
Th,1,"=""554.4543""","=""0.0003""","=""16""","=""""",,"=""2""","=""2""",,
Th,1,"=""554.4879""","=""0.0003""","=""8""","=""""",,"=""3""","=""3""",,
Th,1,"=""554.58059""","=""0.00005""","=""100""","=""""",,"=""2""","=""2""",,
Th,1,"=""554.66265""","=""0.00025""","=""30""","=""""",,"=""3""","=""2""",,
Th,1,"=""554.71340""","=""0.00004""","=""210""","=""""",,"=""2""","=""2""",,
Th,1,"=""554.76554""","=""0.00009""","=""40""","=""""",,"=""3""","=""4""",,
Th,1,"=""554.817596""","=""0.000004""","=""5100""","=""""",,"=""2""","=""2""",,
Th,1,"=""554.83788""","=""0.00004""","=""140""","=""""",,"=""2""","=""2""",,
Th,1,"=""555.0033""","=""0.0003""","=""10""","=""""",,"=""1""","=""2""",,
Th,1,"=""555.0988""","=""0.0003""","=""16""","=""""",,"=""3""","=""3""",,
Th,1,"=""555.11917""","=""0.00004""","=""190""","=""""",,"=""2""","=""2""",,
Th,1,"=""555.17412""","=""0.00009""","=""40""","=""""",,"=""2""","=""1""",,
Th,1,"=""555.262300""","=""0.000022""","=""530""","=""""",,"=""3""","=""2""",,
Th,1,"=""555.34159""","=""0.00007""","=""44""","=""""",,"=""4""","=""3""",,
Th,1,"=""555.45510""","=""0.00022""","=""37""","=""""",,"=""2""","=""3""",,
Th,1,"=""555.46920""","=""0.00025""","=""33""","=""""",,"=""3""","=""3""",,
Th,1,"=""555.55313""","=""0.00003""","=""520""","=""""",,"=""4""","=""5""",,
Th,1,"=""555.58342""","=""0.00022""","=""48""","=""""",,"=""3""","=""3""",,
Th,1,"=""555.704562""","=""0.000004""","=""4800""","=""""",,"=""4""","=""4""",,
Th,1,"=""555.79215""","=""0.00006""","=""130""","=""""",,"=""3""","=""2""",,
Th,1,"=""555.834239""","=""0.000003""","=""6600""","=""""",,"=""4""","=""3""",,
Th,1,"=""555.84344""","=""0.00004""","=""280""","=""""",,"=""4""","=""3""",,
Th,1,"=""555.84654""","=""0.00007""","=""73""","=""""",,"=""4""","=""5""",,
Ar,1,"=""555.8702""","=""0.0010""","=""25""","=""1.42e+06""",C,"=""1""","=""2""",,
Th,1,"=""555.88438""","=""0.00004""","=""210*""","=""""",,"=""1""","=""2""",,
Th,1,"=""555.88438""","=""0.00004""","=""210*""","=""""",,"=""6""","=""5""",,
Th,1,"=""555.9526""","=""0.0003""","=""24""","=""""",,"=""1""","=""1""",,
Th,1,"=""555.989125""","=""0.000006""","=""2200""","=""""",,"=""2""","=""1""",,
Th,1,"=""556.0000""","=""0.0003""","=""24""","=""""",,"=""4""","=""4""",,
Th,1,"=""556.06217""","=""0.00007""","=""75""","=""""",,"=""3""","=""4""",,
Th,1,"=""556.1203""","=""0.0003""","=""19""","=""""",,"=""3""","=""4""",,
Th,1,"=""556.2847""","=""0.0003""","=""41""","=""""",,"=""4""","=""5""",,
Th,1,"=""556.3582""","=""0.0003""","=""20""","=""""",,"=""2""","=""2""",,
Th,1,"=""556.3637""","=""0.0004""","=""6""","=""""",,"=""4""","=""4""",,
Th,1,"=""556.4691""","=""0.0003""","=""16""","=""""",,"=""4""","=""3""",,
Th,1,"=""556.4806""","=""0.0003""","=""200""","=""""",,"=""5""","=""4""",,
Th,1,"=""556.6160""","=""0.0003""","=""20""","=""""",,"=""2""","=""2""",,
Th,1,"=""556.79269""","=""0.00022""","=""43""","=""""",,"=""3""","=""4""",,
Th,1,"=""556.799862""","=""0.000025""","=""720bl""","=""""",,"=""4""","=""4""",,
Th,1,"=""556.85398""","=""0.00005""","=""130""","=""""",,"=""3""","=""4""",,
Th,1,"=""556.8840""","=""0.0003""","=""130""","=""""",,"=""1""","=""2""",,
Th,1,"=""556.9257""","=""0.0003""","=""11""","=""""",,"=""1""","=""2""",,
Th,1,"=""556.9486""","=""0.0003""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""557.0265""","=""0.0003""","=""8""","=""""",,"=""3""","=""3""",,
Th,1,"=""557.07605""","=""0.00022""","=""37""","=""""",,"=""2""","=""2""",,
Th,1,"=""557.09270""","=""0.00003""","=""370""","=""""",,"=""2""","=""2""",,
Th,1,"=""557.119145""","=""0.000004""","=""4900""","=""""",,"=""5""","=""5""",,
Th,1,"=""557.12654""","=""0.00003""","=""410""","=""""",,"=""4""","=""3""",,
Th,1,"=""557.16199""","=""0.00025""","=""35""","=""""",,"=""3""","=""3""",,
Th,1,"=""557.20969""","=""0.00009""","=""110""","=""""",,"=""3""","=""4""",,
Th,1,"=""557.246501""","=""0.000004""","=""3300""","=""""",,"=""3""","=""3""",,
Ar,1,"=""557.2541""","=""0.0010""","=""10""","=""6.6e+05""",C,"=""2""","=""3""",,
Th,1,"=""557.335362""","=""0.000003""","=""10000""","=""""",,"=""4""","=""4""",,
Th,1,"=""557.3599""","=""0.0003""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""557.3772""","=""0.0004""","=""8""","=""""",,"=""2""","=""2""",,
Th,1,"=""557.4028""","=""0.0003""","=""17""","=""""",,"=""4""","=""3""",,
Th,1,"=""557.49153""","=""0.00006""","=""110""","=""""",,"=""3""","=""3""",,
Th,1,"=""557.5162""","=""0.0003""","=""9""","=""""",,"=""2""","=""1 or 2""",,
Th,1,"=""557.5446""","=""0.0003""","=""35""","=""""",,"=""3""","=""3""",,
Th,1,"=""557.5529""","=""0.0003""","=""17""","=""""",,"=""3""","=""4""",,
Th,1,"=""557.59936""","=""0.00003""","=""380""","=""""",,"=""4""","=""3""",,
Th,1,"=""557.620476""","=""0.000006""","=""2200""","=""""",,"=""4""","=""5""",,
Th,1,"=""557.63054""","=""0.00005""","=""150""","=""""",,"=""5""","=""4""",,
Th,1,"=""557.7110""","=""0.0003""","=""19""","=""""",,"=""2""","=""2""",,
Th,1,"=""557.7602""","=""0.0003""","=""89""","=""""",,"=""4""","=""3""",,
Th,1,"=""557.8091""","=""0.0003""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""557.935838""","=""0.000004""","=""4900""","=""""",,"=""1""","=""1""",,
Th,1,"=""557.9990""","=""0.0003""","=""35""","=""""",,"=""4""","=""4""",,
Th,1,"=""558.007691""","=""0.000019""","=""530""","=""""",,"=""4""","=""5""",,
Th,1,"=""558.02122""","=""0.00025""","=""24""","=""""",,"=""2""","=""2""",,
Th,1,"=""558.03925""","=""0.00005""","=""180""","=""""",,"=""5""","=""5""",,
Th,1,"=""558.07547""","=""0.00003""","=""470""","=""""",,"=""3""","=""3""",,
Th,1,"=""558.1370""","=""0.0003""","=""9""","=""""",,"=""5""","=""5""",,
Th,1,"=""558.23667""","=""0.00003""","=""420""","=""""",,"=""3""","=""4""",,
Th,1,"=""558.26789""","=""0.00005""","=""160""","=""""",,"=""1""","=""2""",,
Th,1,"=""558.28672""","=""0.00003""","=""330""","=""""",,"=""5""","=""4""",,
Th,1,"=""558.4436""","=""0.0003""","=""23""","=""""",,"=""3""","=""3""",,
Th,1,"=""558.4983""","=""0.0003""","=""17""","=""""",,"=""2""","=""3""",,
Th,1,"=""558.58473""","=""0.00006""","=""120""","=""""",,"=""2""","=""3""",,
Th,1,"=""558.5884""","=""0.0003""","=""44""","=""""",,"=""4""","=""4""",,
Th,1,"=""558.59864""","=""0.00025""","=""32""","=""""",,"=""2""","=""3""",,
Th,1,"=""558.6255""","=""0.0003""","=""17""","=""""",,"=""2""","=""2""",,
Th,1,"=""558.702644""","=""0.000003""","=""20000""","=""""",,"=""4""","=""3""",,
Th,1,"=""558.93278""","=""0.00025""","=""24""","=""""",,"=""2""","=""3""",,
Th,1,"=""558.9412""","=""0.0003""","=""18""","=""""",,"=""2""","=""1""",,
Th,1,"=""558.9549""","=""0.0003""","=""15""","=""""",,"=""2""","=""2""",,
Th,1,"=""558.9912""","=""0.0003""","=""34""","=""""",,"=""5""","=""4""",,
Th,1,"=""559.02154""","=""0.00016""","=""100""","=""""",,"=""2""","=""3""",,
Th,1,"=""559.05927""","=""0.00022""","=""48""","=""""",,"=""2""","=""1""",,
Th,1,"=""559.1908""","=""0.0003""","=""140""","=""""",,"=""3""","=""3""",,
Th,1,"=""559.2597""","=""0.0003""","=""18""","=""""",,"=""2""","=""2""",,
Th,1,"=""559.361205""","=""0.000016""","=""820bl""","=""""",,"=""1""","=""2""",,
Th,1,"=""559.41638""","=""0.00022""","=""51""","=""""",,"=""2""","=""2""",,
Th,1,"=""559.506368""","=""0.000004""","=""4900""","=""""",,"=""2""","=""1""",,
Th,1,"=""559.57623""","=""0.00022""","=""48""","=""""",,"=""1""","=""2""",,
Th,1,"=""559.5778""","=""0.0003""","=""46""","=""""",,"=""2""","=""2""",,
Th,1,"=""559.58463""","=""0.00003""","=""330""","=""""",,"=""0""","=""1""",,
Th,1,"=""559.59557""","=""0.00004""","=""310""","=""""",,"=""2""","=""3""",,
Th,1,"=""559.68375""","=""0.00019""","=""76""","=""""",,"=""3""","=""4""",,
Th,1,"=""559.8445""","=""0.0003""","=""37""","=""""",,"=""2""","=""1""",,
Th,1,"=""559.9274""","=""0.0003""","=""93""","=""""",,"=""2""","=""2""",,
Th,1,"=""559.9573""","=""0.0003""","=""19""","=""""",,"=""0""","=""1""",,
Th,1,"=""559.965504""","=""0.000019""","=""590""","=""""",,"=""3""","=""4""",,
Th,1,"=""559.9865""","=""0.0003""","=""29""","=""""",,"=""4""","=""3""",,
Th,1,"=""560.1191""","=""0.0003""","=""39""","=""""",,"=""3""","=""4""",,
Th,1,"=""560.1506""","=""0.0003""","=""78""","=""""",,"=""2""","=""1""",,
Th,1,"=""560.160316""","=""0.000004""","=""5000""","=""""",,"=""2""","=""2""",,
Th,1,"=""560.1934""","=""0.0003""","=""19""","=""""",,"=""3""","=""4""",,
Th,1,"=""560.26261""","=""0.00005""","=""140""","=""""",,"=""4""","=""5""",,
Th,1,"=""560.3060""","=""0.0003""","=""78""","=""""",,"=""3""","=""3""",,
Th,1,"=""560.3764""","=""0.0003""","=""200""","=""""",,"=""3""","=""4""",,
Th,1,"=""560.4814""","=""0.0003""","=""19""","=""""",,"=""2""","=""1""",,
Th,1,"=""560.52957""","=""0.00003""","=""320""","=""""",,"=""7""","=""7""",,
Th,1,"=""560.638609""","=""0.000013""","=""930""","=""""",,"=""3""","=""3""",,
Ar,1,"=""560.6733""","=""0.0010""","=""35""","=""2.20e+06""",C,"=""1""","=""1""",,
Th,1,"=""560.68030""","=""0.00004""","=""190""","=""""",,"=""3""","=""3""",,
Th,1,"=""560.7087""","=""0.0003""","=""98""","=""""",,"=""3""","=""4""",,
Th,1,"=""560.71929""","=""0.00007""","=""81""","=""""",,"=""3""","=""3""",,
Th,1,"=""560.95736""","=""0.00003""","=""400""","=""""",,"=""2""","=""1""",,
Th,1,"=""560.98554""","=""0.00022""","=""47""","=""""",,"=""4""","=""3""",,
Th,1,"=""561.010443""","=""0.000009""","=""1400""","=""""",,"=""2""","=""2""",,
Th,1,"=""561.023082""","=""0.000006""","=""2100""","=""""",,"=""3""","=""3""",,
Th,1,"=""561.03287""","=""0.00003""","=""430""","=""""",,"=""5""","=""5""",,
Th,1,"=""561.068112""","=""0.000006""","=""2300""","=""""",,"=""1""","=""2""",,
Th,1,"=""561.206806""","=""0.000006""","=""2400""","=""""",,"=""4""","=""4""",,
Th,1,"=""561.24389""","=""0.00019""","=""64""","=""""",,"=""6""","=""7""",,
Th,1,"=""561.26174""","=""0.00003""","=""330*""","=""""",,"=""2""","=""1""",,
Th,1,"=""561.26174""","=""0.00003""","=""330*""","=""""",,"=""6""","=""5""",,
Th,1,"=""561.4515""","=""0.0003""","=""50""","=""""",,"=""4""","=""4""",,
Th,1,"=""561.48853""","=""0.00019""","=""62""","=""""",,"=""1""","=""1""",,
Th,1,"=""561.50071""","=""0.00019""","=""84""","=""""",,"=""3""","=""2""",,
Th,1,"=""561.531949""","=""0.000003""","=""7100""","=""""",,"=""1""","=""1""",,
Th,1,"=""561.5879""","=""0.0003""","=""99""","=""""",,"=""4""","=""3""",,
Th,1,"=""561.63332""","=""0.00022""","=""42""","=""""",,"=""3""","=""4""",,
Th,1,"=""561.6438""","=""0.0003""","=""19""","=""""",,"=""4""","=""4""",,
Th,1,"=""561.65030""","=""0.00022""","=""46""","=""""",,"=""5""","=""5""",,
Th,1,"=""561.66909""","=""0.00005""","=""180""","=""""",,"=""3""","=""4""",,
Th,1,"=""561.6945""","=""0.0003""","=""29""","=""""",,"=""2""","=""1""",,
Th,1,"=""561.72898""","=""0.00006""","=""110""","=""""",,"=""1""","=""2""",,
Th,1,"=""561.76417""","=""0.00005""","=""180""","=""""",,"=""4""","=""4""",,
Th,1,"=""561.85623""","=""0.00022""","=""35""","=""""",,"=""3""","=""4""",,
Th,1,"=""561.8630""","=""0.0003""","=""25""","=""""",,"=""2""","=""2""",,
Th,1,"=""561.8738""","=""0.0003""","=""21""","=""""",,"=""4""","=""3""",,
Th,1,"=""561.89258""","=""0.00022""","=""41""","=""""",,"=""4""","=""5""",,
Th,1,"=""561.90073""","=""0.00004""","=""230""","=""""",,"=""3""","=""4""",,
Th,1,"=""561.9478""","=""0.0003""","=""9""","=""""",,"=""3""","=""2""",,
Th,1,"=""561.9526""","=""0.0003""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""561.9684""","=""0.0003""","=""39""","=""""",,"=""3""","=""3""",,
Th,1,"=""561.97202""","=""0.00016""","=""130""","=""""",,"=""4""","=""3""",,
Th,1,"=""561.99755""","=""0.00003""","=""550""","=""""",,"=""4""","=""4""",,
Th,1,"=""562.00193""","=""0.00005""","=""170""","=""""",,"=""5""","=""6""",,
Th,1,"=""562.12872""","=""0.00019""","=""77""","=""""",,"=""5""","=""5""",,
Th,1,"=""562.17884""","=""0.00007""","=""81""","=""""",,"=""5""","=""4""",,
Th,1,"=""562.3065""","=""0.0004""","=""8""","=""""",,"=""2""","=""2""",,
Th,1,"=""562.3139""","=""0.0004""","=""6""","=""""",,"=""3""","=""3""",,
Th,1,"=""562.3411""","=""0.0003""","=""19""","=""""",,"=""1""","=""2""",,
Th,1,"=""562.3474""","=""0.0003""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""562.45605""","=""0.00019""","=""81""","=""""",,"=""5""","=""5""",,
Th,1,"=""562.47713""","=""0.00019""","=""74""","=""""",,"=""4""","=""4""",,
Th,1,"=""562.49130""","=""0.00004""","=""270""","=""""",,"=""1""","=""2""",,
Th,1,"=""562.6169""","=""0.0003""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""562.7009""","=""0.0003""","=""29""","=""""",,"=""4""","=""4""",,
Th,1,"=""562.7606""","=""0.0003""","=""29""","=""""",,"=""3""","=""2""",,
Th,1,"=""562.8358""","=""0.0003""","=""22""","=""""",,"=""3""","=""3""",,
Th,1,"=""562.93099""","=""0.00005""","=""160""","=""""",,"=""0""","=""1""",,
Th,1,"=""563.02969""","=""0.00003""","=""740""","=""""",,"=""6""","=""6""",,
Th,1,"=""563.21182""","=""0.00006""","=""110""","=""""",,"=""1""","=""1""",,
Th,1,"=""563.2185""","=""0.0003""","=""18""","=""""",,"=""1""","=""1""",,
Th,1,"=""563.24927""","=""0.00019""","=""82""","=""""",,"=""5""","=""4""",,
Th,1,"=""563.27735""","=""0.00004""","=""200""","=""""",,"=""3""","=""2""",,
Th,1,"=""563.329511""","=""0.000016""","=""800""","=""""",,"=""3""","=""2""",,
Th,1,"=""563.35922""","=""0.00022""","=""35""","=""""",,"=""3""","=""3""",,
Th,1,"=""563.4089""","=""0.0003""","=""22""","=""""",,"=""5""","=""6""",,
Th,1,"=""563.4306""","=""0.0003""","=""20""","=""""",,"=""4""","=""4""",,
Th,1,"=""563.4619""","=""0.0003""","=""99""","=""""",,"=""2""","=""3""",,
Th,1,"=""563.5175""","=""0.0003""","=""49""","=""""",,"=""4""","=""4""",,
Th,1,"=""563.5482""","=""0.0003""","=""20""","=""""",,"=""4""","=""3""",,
Th,1,"=""563.58792""","=""0.00004""","=""230""","=""""",,"=""3""","=""2""",,
Th,1,"=""563.6625""","=""0.0003""","=""10""","=""""",,"=""2""","=""3""",,
Th,1,"=""563.8767""","=""0.0003""","=""9""","=""""",,"=""2""","=""3""",,
Th,1,"=""563.93060""","=""0.00022""","=""44""","=""""",,"=""2""","=""3""",,
Th,1,"=""563.9460""","=""0.0003""","=""100""","=""""",,"=""2""","=""3""",,
Th,1,"=""564.12416""","=""0.00006""","=""120""","=""""",,"=""4""","=""4""",,
Th,1,"=""564.15575""","=""0.00003""","=""480""","=""""",,"=""2""","=""3""",,
Th,1,"=""564.173427""","=""0.000019""","=""560""","=""""",,"=""6""","=""5""",,
Th,1,"=""564.31086""","=""0.00006""","=""110""","=""""",,"=""5""","=""5""",,
Th,1,"=""564.3350""","=""0.0003""","=""28""","=""""",,"=""5""","=""4""",,
Th,1,"=""564.3779""","=""0.0004""","=""8""","=""""",,"=""5""","=""4""",,
Th,1,"=""564.39367""","=""0.00022""","=""44""","=""""",,"=""4""","=""4""",,
Th,1,"=""564.4109""","=""0.0003""","=""13""","=""""",,"=""4""","=""5""",,
Th,1,"=""564.552450""","=""0.000013""","=""830""","=""""",,"=""4""","=""3""",,
Th,1,"=""564.566889""","=""0.000013""","=""940""","=""""",,"=""4""","=""3""",,
Th,1,"=""564.6205""","=""0.0003""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""564.6255""","=""0.0003""","=""9""","=""""",,"=""4""","=""3""",,
Th,1,"=""564.64515""","=""0.00003""","=""520""","=""""",,"=""3""","=""2""",,
Th,1,"=""564.77069""","=""0.00005""","=""180""","=""""",,"=""3""","=""4""",,
Th,1,"=""564.89186""","=""0.00006""","=""120""","=""""",,"=""3""","=""2""",,
Th,1,"=""564.899089""","=""0.000008""","=""1500""","=""""",,"=""3""","=""4""",,
Th,1,"=""564.92916""","=""0.00006""","=""93""","=""""",,"=""7""","=""7""",,
Th,1,"=""564.9737""","=""0.0003""","=""10""","=""""",,"=""1""","=""2""",,
Th,1,"=""565.03276""","=""0.00006""","=""110""","=""""",,"=""3""","=""3""",,
Th,1,"=""565.03581""","=""0.00004""","=""370""","=""""",,"=""4""","=""3""",,
Ar,1,"=""565.0704""","=""0.0010""","=""20""","=""3.20e+06""",C,"=""1""","=""0""",,
Th,1,"=""565.0912""","=""0.0003""","=""10""","=""""",,"=""1""","=""1""",,
Th,1,"=""565.1326""","=""0.0003""","=""50""","=""""",,"=""3""","=""2""",,
Th,1,"=""565.2570""","=""0.0003""","=""9""","=""""",,"=""5""","=""4""",,
Th,1,"=""565.3426""","=""0.0003""","=""19""","=""""",,"=""5""","=""4""",,
Th,1,"=""565.3838""","=""0.0003""","=""19""","=""""",,"=""2""","=""2""",,
Th,1,"=""565.5129""","=""0.0003""","=""14""","=""""",,"=""3""","=""3""",,
Th,1,"=""565.5213""","=""0.0003""","=""19""","=""""",,"=""3""","=""4""",,
Th,1,"=""565.54898""","=""0.00006""","=""120""","=""""",,"=""4""","=""5""",,
Th,1,"=""565.62999""","=""0.00022""","=""35""","=""""",,"=""5""","=""5""",,
Th,1,"=""565.67274""","=""0.00006""","=""110""","=""""",,"=""3""","=""3""",,
Th,1,"=""565.76364""","=""0.00007""","=""80""","=""""",,"=""1""","=""1""",,
Th,1,"=""565.792539""","=""0.000007""","=""1900""","=""""",,"=""3""","=""4""",,
